query;seed_ortholog;evalue;score;eggNOG_OGs;max_annot_lvl;COG_category;Description;Preferred_name;GOs;EC;KEGG_ko;KEGG_Pathway;KEGG_Module;KEGG_Reaction;KEGG_rclass;BRITE;KEGG_TC;CAZy;BiGG_Reaction;PFAMs
k105_8513_5;1229909.NSED_01190;2.97e-227;636.0;COG1053@1|root,arCOG00571@2157|Archaea,41SAM@651137|Thaumarchaeota;651137|Thaumarchaeota;C;fumarate reductase flavoprotein;-;-;1.3.5.1,1.3.5.4;ko:K00239;ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko05134,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map05134;M00009,M00011,M00149,M00173,M00374,M00376;R02164;RC00045;ko00000,ko00001,ko00002,ko01000;-;-;-;FAD_binding_2,Succ_DH_flav_C
k105_8565_2;436308.Nmar_0533;8.33e-143;405.0;arCOG08681@1|root,arCOG08681@2157|Archaea,41SH9@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_8565_3;1229909.NSED_02690;2.52e-29;105.0;COG1998@1|root,arCOG04183@2157|Archaea,41SWB@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Belongs to the eukaryotic ribosomal protein eS31 family;rps27ae;-;-;ko:K02977;ko03010,map03010;M00177,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011,ko04147;-;-;-;Ribosomal_S27
k105_8565_4;1229909.NSED_02695;5.49e-53;170.0;COG2004@1|root,arCOG04182@2157|Archaea,41SWI@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Belongs to the eukaryotic ribosomal protein eS24 family;-;-;-;ko:K02974;ko03010,map03010;M00177,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;-
k105_8565_5;1229909.NSED_02700;5.47e-96;283.0;COG1547@1|root,arCOG03705@2157|Archaea,41SQ0@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Domain of unknown function (DUF309);-;-;-;ko:K09763;-;-;-;-;ko00000;-;-;-;DUF309
k105_8565_6;436308.Nmar_0537;1.16e-267;738.0;COG3635@1|root,arCOG01696@2157|Archaea,41S6M@651137|Thaumarchaeota;651137|Thaumarchaeota;G;phosphoglycerate mutase;-;-;5.4.2.12;ko:K15635;ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230;M00001,M00002,M00003;R01518;RC00536;ko00000,ko00001,ko00002,ko01000;-;-;-;Metalloenzyme,PhosphMutase
k105_8565_7;1229909.NSED_02710;6.47e-223;617.0;COG1085@1|root,arCOG00422@2157|Archaea,41S6T@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Galactose-1-phosphate uridyl transferase, N-terminal domain;-;-;2.7.7.12;ko:K00965;ko00052,ko00520,ko01100,ko04917,map00052,map00520,map01100,map04917;M00362,M00554,M00632;R00955;RC00002;ko00000,ko00001,ko00002,ko01000;-;-;-;GalP_UDP_transf
k105_8565_8;1229909.NSED_02715;3.09e-48;159.0;arCOG08683@1|root,arCOG08683@2157|Archaea,41SUM@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_8615_1;436308.Nmar_0921;1.6e-62;200.0;COG0061@1|root,COG0640@1|root,arCOG00394@2157|Archaea,arCOG01348@2157|Archaea,41SEC@651137|Thaumarchaeota;651137|Thaumarchaeota;HK;Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP;-;-;2.7.1.23;ko:K00858;ko00760,ko01100,map00760,map01100;-;R00104;RC00002,RC00078;ko00000,ko00001,ko01000;-;-;-;NAD_kinase
k105_8615_2;436308.Nmar_0922;2.38e-164;464.0;COG0524@1|root,arCOG00016@2157|Archaea,41SJA@651137|Thaumarchaeota;651137|Thaumarchaeota;G;pfkB family carbohydrate kinase;-;-;-;-;-;-;-;-;-;-;-;-;PfkB
k105_8615_3;1229909.NSED_05155;6.7e-53;166.0;COG4830@1|root,arCOG04305@2157|Archaea,41SNM@651137|Thaumarchaeota;651137|Thaumarchaeota;J;ribosomal protein;-;-;-;ko:K02976;ko03010,map03010;M00177,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;Ribosomal_S26e
k105_8666_1;1229909.NSED_06845;1.63e-185;522.0;COG0644@1|root,arCOG00570@2157|Archaea,41SB5@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Is involved in the reduction of 2,3- digeranylgeranylglycerophospholipids (unsaturated archaeols) into 2,3-diphytanylglycerophospholipids (saturated archaeols) in the biosynthesis of archaeal membrane lipids. Catalyzes the formation of archaetidic acid (2,3-di-O-phytanyl-sn-glyceryl phosphate) from 2,3-di-O-geranylgeranylglyceryl phosphate (DGGGP) via the hydrogenation of each double bond of the isoprenoid chains;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_8666_2;1229909.NSED_06850;2.95e-34;117.0;COG2888@1|root,arCOG01989@2157|Archaea,41T83@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Zn-ribbon RNA-binding protein with a function in translation;-;-;-;ko:K07580;-;-;-;-;ko00000;-;-;-;-
k105_8666_3;1229909.NSED_06855;3.13e-36;124.0;COG2092@1|root,arCOG01988@2157|Archaea,41SS1@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Promotes the exchange of GDP for GTP in EF-1-alpha GDP, thus allowing the regeneration of EF-1-alpha GTP that could then be used to form the ternary complex EF-1-alpha GTP AAtRNA;ef1b;-;-;ko:K03232;-;-;-;-;ko00000,ko03012;-;-;-;EF1_GNE
k105_8666_4;1229909.NSED_06860;0.0;1288.0;COG0464@1|root,arCOG01308@2157|Archaea,41S7X@651137|Thaumarchaeota;651137|Thaumarchaeota;O;Cell division protein 48 (CDC48) domain 2;-;-;-;ko:K13525;ko04141,ko05134,map04141,map05134;M00400,M00403;-;-;ko00000,ko00001,ko00002,ko03019,ko04131,ko04147;3.A.16.1;-;-;AAA,CDC48_2,CDC48_N
k105_8666_5;436308.Nmar_1224;5.08e-41;137.0;arCOG07192@1|root,arCOG07192@2157|Archaea,41SVA@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_8666_6;1229909.NSED_06870;3.14e-181;508.0;COG0109@1|root,arCOG00479@2157|Archaea,41SDQ@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group;-;-;2.5.1.141;ko:K02257;ko00190,ko00860,ko01100,ko01110,ko04714,map00190,map00860,map01100,map01110,map04714;M00154;R07411;RC01786;ko00000,ko00001,ko00002,ko01000,ko01006,ko03029;-;-;-;UbiA
k105_8666_7;1229909.NSED_06875;7.38e-166;474.0;COG3794@1|root,arCOG02926@2157|Archaea,arCOG02929@2157|Archaea,41SHN@651137|Thaumarchaeota;651137|Thaumarchaeota;C;PFAM blue (type 1) copper domain protein;-;-;-;-;-;-;-;-;-;-;-;-;Copper-bind
k105_8666_8;1229909.NSED_06880;5.38e-69;210.0;COG1310@1|root,arCOG01138@2157|Archaea,41SSV@651137|Thaumarchaeota;651137|Thaumarchaeota;S;metal-dependent protease of the PAD1 JAB1 superfamily;-;-;3.13.1.6;ko:K21140;ko04122,map04122;-;R11524;RC00064,RC00090;ko00000,ko00001,ko01000;-;-;-;Prok-JAB
k105_8666_9;1229909.NSED_06895;1.04e-52;166.0;arCOG08720@1|root,arCOG08720@2157|Archaea,41STI@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Domain of unknown function (DUF2024);-;-;-;-;-;-;-;-;-;-;-;-;DUF2024
k105_8666_10;436308.Nmar_1230;3.24e-29;104.0;arCOG08719@1|root,arCOG08719@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_92163_1;1229909.NSED_02505;1.43e-51;164.0;arCOG08758@1|root,arCOG08758@2157|Archaea,41SVS@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_92163_2;436308.Nmar_0498;2.54e-89;263.0;COG0822@1|root,arCOG02077@2157|Archaea,41SPT@651137|Thaumarchaeota;651137|Thaumarchaeota;C;SUF system FeS assembly protein;-;-;-;ko:K04488;-;-;-;-;ko00000;-;-;-;NifU_N
k105_92163_3;436308.Nmar_0497;3.46e-199;558.0;COG0520@1|root,arCOG00065@2157|Archaea,41SCV@651137|Thaumarchaeota;651137|Thaumarchaeota;E;Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine;-;-;2.8.1.7,4.4.1.16;ko:K11717;ko00450,ko01100,map00450,map01100;-;R03599,R11528;RC00961,RC01789,RC02313;ko00000,ko00001,ko01000;-;-;-;Aminotran_5
k105_8761_1;436308.Nmar_1315;8.86e-64;199.0;COG2226@1|root,arCOG04348@2157|Archaea,41SGQ@651137|Thaumarchaeota;651137|Thaumarchaeota;Q;ubiE/COQ5 methyltransferase family;-;-;2.1.1.163,2.1.1.201;ko:K03183;ko00130,ko01100,ko01110,map00130,map01100,map01110;M00116,M00117;R04990,R04993,R06859,R08774,R09736;RC00003,RC01253,RC01662;ko00000,ko00001,ko00002,ko01000;-;-;-;Ubie_methyltran
k105_8761_2;1229909.NSED_07280;3.09e-140;399.0;COG0638@1|root,arCOG00971@2157|Archaea,41SYA@651137|Thaumarchaeota;651137|Thaumarchaeota;O;Proteasome endopeptidase complex;-;-;3.4.25.1;ko:K03432;ko03050,map03050;M00342,M00343;-;-;ko00000,ko00001,ko00002,ko01000,ko01002,ko03051;-;-;-;Proteasome,Proteasome_A_N
k105_8761_3;1229909.NSED_07270;3.92e-288;789.0;COG0334@1|root,arCOG01352@2157|Archaea,41S7T@651137|Thaumarchaeota;651137|Thaumarchaeota;E;Belongs to the Glu Leu Phe Val dehydrogenases family;-;-;1.4.1.3;ko:K00261;ko00220,ko00250,ko00471,ko00910,ko01100,ko01200,ko04217,ko04964,map00220,map00250,map00471,map00910,map01100,map01200,map04217,map04964;M00740;R00243,R00248;RC00006,RC02799;ko00000,ko00001,ko00002,ko01000,ko04147;-;-;-;ELFV_dehydrog,ELFV_dehydrog_N
k105_8761_4;436308.Nmar_1309;8.77e-305;854.0;COG1042@1|root,arCOG01338@2157|Archaea,arCOG01340@2157|Archaea,41S7I@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Succinyl-CoA ligase like flavodoxin domain;-;-;-;ko:K18594;ko00720,ko01120,map00720,map01120;-;R03157;RC00004,RC00014;ko00000,ko00001,ko01000;-;-;-;ATP-grasp_5,CoA_binding_2,Succ_CoA_lig
k105_92303_1;1229909.NSED_02310;1.28e-242;675.0;COG0475@1|root,arCOG01955@2157|Archaea,41SG1@651137|Thaumarchaeota;651137|Thaumarchaeota;P;Sodium hydrogen exchanger;-;-;-;ko:K03455;-;-;-;-;ko00000;2.A.37;-;-;Na_H_Exchanger
k105_92303_2;436308.Nmar_0447;3.64e-82;244.0;arCOG08731@1|root,arCOG08731@2157|Archaea,41STT@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_92303_3;1229909.NSED_02320;2.74e-40;134.0;arCOG10525@1|root,arCOG10525@2157|Archaea,41SUR@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_92303_4;1229909.NSED_02325;6.99e-114;328.0;COG0197@1|root,arCOG04113@2157|Archaea,41SKN@651137|Thaumarchaeota;651137|Thaumarchaeota;J;ribosomal protein;-;-;-;ko:K02866;ko03010,map03010;M00177,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;Ribosomal_L16
k105_92303_5;436308.Nmar_0450;6.76e-107;311.0;COG1676@1|root,arCOG01701@2157|Archaea,41SJY@651137|Thaumarchaeota;651137|Thaumarchaeota;L;tRNA intron endonuclease, N-terminal domain;-;-;4.6.1.16;ko:K01170;-;-;-;-;ko00000,ko01000,ko03016;-;-;-;tRNA_int_endo,tRNA_int_endo_N
k105_92303_6;436308.Nmar_0451;4.11e-125;359.0;arCOG07871@1|root,arCOG07871@2157|Archaea,41T28@651137|Thaumarchaeota;651137|Thaumarchaeota;L;COG1061 DNA or RNA helicases of superfamily II;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_92303_7;1229909.NSED_05070;1.2e-14;67.8;COG0607@1|root,arCOG02021@2157|Archaea;2157|Archaea;P;COG0607 Rhodanese-related sulfurtransferase;-;-;2.8.1.11;ko:K03406,ko:K21028;ko02020,ko02030,ko04122,map02020,map02030,map04122;-;R07461;-;ko00000,ko00001,ko01000,ko02035;-;-;-;MCPsignal,Pyr_redox_2,Pyr_redox_dim,Rhodanese
k105_92390_2;1229909.NSED_05750;1.85e-74;224.0;arCOG05565@1|root,arCOG05565@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_92390_3;1229909.NSED_05760;3.18e-143;410.0;arCOG01792@1|root,arCOG01792@2157|Archaea,41SFY@651137|Thaumarchaeota;651137|Thaumarchaeota;Q;Methyltransferase domain;-;-;-;-;-;-;-;-;-;-;-;-;Methyltransf_11
k105_92390_4;1229909.NSED_05765;4.84e-61;192.0;COG1714@1|root,arCOG03633@2157|Archaea,41T5P@651137|Thaumarchaeota;651137|Thaumarchaeota;S;membrane protein domain;-;-;-;-;-;-;-;-;-;-;-;-;RDD
k105_92402_1;1229909.NSED_04305;2.59e-78;239.0;COG0805@1|root,arCOG01919@2157|Archaea,41S69@651137|Thaumarchaeota;651137|Thaumarchaeota;U;Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes;tatC;-;-;ko:K03118;ko03060,ko03070,map03060,map03070;M00336;-;-;ko00000,ko00001,ko00002,ko02044;2.A.64;-;-;TatC
k105_92402_2;1229909.NSED_04300;1.25e-24;93.6;COG1826@1|root,arCOG02694@2157|Archaea,41T8C@651137|Thaumarchaeota;651137|Thaumarchaeota;U;mttA/Hcf106 family;-;-;-;ko:K03116;ko03060,ko03070,map03060,map03070;M00336;-;-;ko00000,ko00001,ko00002,ko02044;2.A.64;-;-;MttA_Hcf106
k105_92402_3;1229909.NSED_04295;7.14e-49;161.0;arCOG08713@1|root,arCOG08713@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_92402_4;1229909.NSED_04290;1.42e-118;340.0;COG0163@1|root,arCOG01703@2157|Archaea,41SHU@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Flavin prenyltransferase that catalyzes the synthesis of the prenylated FMN cofactor (prenyl-FMN) for 4-hydroxy-3- polyprenylbenzoic acid decarboxylase UbiD. The prenyltransferase is metal-independent and links a dimethylallyl moiety from dimethylallyl monophosphate (DMAP) to the flavin N5 and C6 atoms of FMN;ubiX;-;2.5.1.129;ko:K03186;ko00130,ko00627,ko00940,ko01100,ko01110,ko01120,ko01220,map00130,map00627,map00940,map01100,map01110,map01120,map01220;M00117;R01238,R02952,R03367,R04985,R04986,R11225;RC00391,RC00814,RC03392;ko00000,ko00001,ko00002,ko01000;-;-;-;Flavoprotein
k105_92402_5;1459636.NTE_00547;3.35e-12;69.7;COG2133@1|root,arCOG02796@2157|Archaea,41T0Q@651137|Thaumarchaeota;651137|Thaumarchaeota;G;Glucose sorbosone;-;-;-;-;-;-;-;-;-;-;-;-;GSDH
k105_8904_1;1229909.NSED_00215;7.34e-262;733.0;COG0464@1|root,arCOG01308@2157|Archaea,41SB6@651137|Thaumarchaeota;651137|Thaumarchaeota;O;Cell division protein 48 (CDC48), domain 2;-;-;-;ko:K13525;ko04141,ko05134,map04141,map05134;M00400,M00403;-;-;ko00000,ko00001,ko00002,ko03019,ko04131,ko04147;3.A.16.1;-;-;AAA,CDC48_2,CDC48_N
k105_8904_2;436308.Nmar_0099;1.21e-256;737.0;COG2511@1|root,arCOG01719@2157|Archaea,41S8Q@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln). The GatDE system is specific for glutamate and does not act on aspartate;gatE;-;6.3.5.7;ko:K03330;ko00970,ko01100,map00970,map01100;-;R03905;RC00010;ko00000,ko00001,ko01000;-;-;-;GAD,GatB_N,GatB_Yqey
k105_9117_2;436308.Nmar_0846;1.11e-212;594.0;COG0026@1|root,arCOG01597@2157|Archaea,41SD9@651137|Thaumarchaeota;651137|Thaumarchaeota;F;Catalyzes the ATP-dependent conversion of 5- aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5- carboxyaminoimidazole ribonucleotide (N5-CAIR);purK;-;6.3.4.18;ko:K01589;ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130;M00048;R07404;RC01927;ko00000,ko00001,ko00002,ko01000;-;-;-;ATP-grasp
k105_9117_3;436308.Nmar_0845;4.82e-43;144.0;arCOG08709@1|root,arCOG08709@2157|Archaea,41T5B@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_9117_5;436308.Nmar_0844;2.28e-35;122.0;arCOG11727@1|root,arCOG11727@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_9117_6;436308.Nmar_0843;2.53e-137;390.0;COG1208@1|root,arCOG00663@2157|Archaea,41SIU@651137|Thaumarchaeota;651137|Thaumarchaeota;M;Nucleotidyl transferase;-;-;-;-;-;-;-;-;-;-;-;-;NTP_transferase
k105_9117_8;436308.Nmar_0842;5.11e-170;481.0;COG2141@1|root,arCOG02410@2157|Archaea,41SC0@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Luciferase-like monooxygenase;-;-;-;-;-;-;-;-;-;-;-;-;Bac_luciferase
k105_9117_9;1229909.NSED_04630;8.07e-201;563.0;COG0183@1|root,arCOG01278@2157|Archaea,41SB7@651137|Thaumarchaeota;651137|Thaumarchaeota;I;Thiolase, N-terminal domain;-;-;2.3.1.9;ko:K00626;ko00071,ko00072,ko00280,ko00310,ko00362,ko00380,ko00620,ko00630,ko00640,ko00650,ko00720,ko00900,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko02020,map00071,map00072,map00280,map00310,map00362,map00380,map00620,map00630,map00640,map00650,map00720,map00900,map01100,map01110,map01120,map01130,map01200,map01212,map02020;M00088,M00095,M00373,M00374,M00375;R00238,R01177;RC00004,RC00326;ko00000,ko00001,ko00002,ko01000,ko04147;-;-;-;Thiolase_C,Thiolase_N
k105_9186_1;1229909.NSED_03420;7.28e-142;414.0;COG0457@1|root,arCOG03032@2157|Archaea,41SBD@651137|Thaumarchaeota;651137|Thaumarchaeota;S;TPR repeat;-;-;-;-;-;-;-;-;-;-;-;-;TPR_1,TPR_2,TPR_8
k105_9186_2;436308.Nmar_0680;7.66e-161;454.0;COG2897@1|root,arCOG02019@2157|Archaea,41SBN@651137|Thaumarchaeota;651137|Thaumarchaeota;P;Rhodanese Homology Domain;-;-;2.8.1.1,2.8.1.2;ko:K01011;ko00270,ko00920,ko01100,ko01120,ko04122,map00270,map00920,map01100,map01120,map04122;-;R01931,R03105,R03106;RC00214;ko00000,ko00001,ko01000;-;-;-;Rhodanese
k105_9186_3;1229909.NSED_03430;0.0;929.0;COG0155@1|root,arCOG02055@2157|Archaea,41S5Q@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Sulfite reductase;-;-;1.8.7.1;ko:K00392;ko00920,ko01100,ko01120,map00920,map01100,map01120;M00176;R00859,R03600;RC00065;ko00000,ko00001,ko00002,ko01000;-;-;-;NIR_SIR,NIR_SIR_ferr
k105_92967_2;436308.Nmar_1194;1.16e-10;60.1;arCOG08693@1|root,arCOG08693@2157|Archaea,41T7N@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_92967_3;1229909.NSED_06795;4.15e-42;138.0;arCOG10408@1|root,arCOG10408@2157|Archaea,41T82@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_92967_5;1459636.NTE_01451;1.37e-12;62.8;28HBE@1|root,2N5BC@2157|Archaea,41T8Y@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_92967_6;1229909.NSED_06790;2.13e-204;570.0;COG1064@1|root,arCOG01455@2157|Archaea,41SK3@651137|Thaumarchaeota;651137|Thaumarchaeota;C;PFAM Alcohol dehydrogenase;-;-;1.1.1.1;ko:K13953;ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220;-;R00623,R00754,R02124,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310;RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273;ko00000,ko00001,ko01000;-;-;-;ADH_N,ADH_zinc_N
k105_92967_7;436308.Nmar_1192;5.75e-33;115.0;arCOG08692@1|root,arCOG08692@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_92967_8;436308.Nmar_1191;0.0;1217.0;COG1331@1|root,arCOG02007@2157|Archaea,41SHZ@651137|Thaumarchaeota;651137|Thaumarchaeota;O;Protein of unknown function, DUF255;-;-;-;ko:K06888;-;-;-;-;ko00000;-;-;-;Thioredox_DsbH
k105_92967_9;1229909.NSED_06775;3.02e-32;114.0;arCOG08080@1|root,arCOG08080@2157|Archaea,41SUA@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_9483_1;436308.Nmar_0808;7.6e-67;209.0;COG0469@1|root,arCOG04071@2157|Archaea,41SHB@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Ribosomal protein L4;-;-;-;ko:K02930;ko03010,map03010;M00177,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;Ribosomal_L4
k105_9483_2;1229909.NSED_04485;3.86e-216;599.0;COG0087@1|root,arCOG04070@2157|Archaea,41SDN@651137|Thaumarchaeota;651137|Thaumarchaeota;J;ribosomal protein L3;-;-;-;ko:K02906;ko03010,map03010;M00178,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;Ribosomal_L3
k105_9483_3;1229909.NSED_04490;1.46e-157;446.0;COG2106@1|root,arCOG04069@2157|Archaea,41SI7@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Putative RNA methyltransferase;-;-;-;ko:K09142;-;-;-;-;ko00000;-;-;-;Methyltrn_RNA_3
k105_9483_4;1229909.NSED_04495;3.33e-158;445.0;COG0638@1|root,arCOG00971@2157|Archaea,41SYA@651137|Thaumarchaeota;651137|Thaumarchaeota;O;Proteasome endopeptidase complex;-;-;3.4.25.1;ko:K03432;ko03050,map03050;M00342,M00343;-;-;ko00000,ko00001,ko00002,ko01000,ko01002,ko03051;-;-;-;Proteasome,Proteasome_A_N
k105_9483_5;1229909.NSED_04500;5.76e-68;208.0;COG2090@1|root,arCOG04171@2157|Archaea,41SNF@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Domain of unknown function (DUF371);-;-;-;ko:K09738;-;-;-;-;ko00000;-;-;-;DUF371
k105_9483_6;1229909.NSED_01080;7.64e-49;164.0;COG0317@1|root,arCOG06870@2157|Archaea;2157|Archaea;KT;HD domain;-;-;2.7.6.5;ko:K00951;ko00230,map00230;-;R00429;RC00002,RC00078;ko00000,ko00001,ko01000;-;-;-;HD_4
k105_9483_7;1229909.NSED_05095;0.0;1264.0;COG1205@1|root,arCOG08759@1|root,arCOG00555@2157|Archaea,arCOG08759@2157|Archaea;2157|Archaea;L;COG1205 Distinct helicase family with a unique C-terminal domain including a metal-binding cysteine cluster;-;GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010501,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0070035,GO:0071704,GO:0090304,GO:0140098,GO:1901360;-;ko:K06877;-;-;-;-;ko00000;-;-;-;DEAD,DUF1998,Helicase_C
k105_9483_9;436308.Nmar_0813;2.98e-65;199.0;arCOG08722@1|root,arCOG08722@2157|Archaea,41SSI@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_9483_10;1229909.NSED_04515;5.95e-117;338.0;COG5491@1|root,arCOG00452@2157|Archaea,41T30@651137|Thaumarchaeota;651137|Thaumarchaeota;D;conserved protein implicated in secretion;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_9483_11;1229909.NSED_04520;1.79e-170;486.0;arCOG03562@1|root,arCOG03562@2157|Archaea,41SY7@651137|Thaumarchaeota;651137|Thaumarchaeota;O;AhpC/TSA family;-;-;-;-;-;-;-;-;-;-;-;-;AhpC-TSA
k105_9483_12;1229909.NSED_04525;2.47e-110;324.0;COG0785@1|root,arCOG02398@2157|Archaea,41SZE@651137|Thaumarchaeota;651137|Thaumarchaeota;O;cytochrome c biogenesis protein;-;-;-;ko:K06196;-;-;-;-;ko00000,ko02000;5.A.1.2;-;-;DsbD
k105_9483_14;436308.Nmar_0819;1.18e-129;378.0;COG0156@1|root,arCOG00113@2157|Archaea,41SAP@651137|Thaumarchaeota;651137|Thaumarchaeota;E;8-amino-7-oxononanoate synthase;-;-;2.3.1.29;ko:K00639;ko00260,map00260;-;R00371;RC00004,RC00394;ko00000,ko00001,ko01000,ko01007;-;-;-;Aminotran_1_2
k105_93200_1;1229909.NSED_07575;4.38e-15;70.9;arCOG10583@1|root,arCOG10583@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_93200_2;1229909.NSED_07580;0.0;977.0;COG3593@1|root,arCOG03235@2157|Archaea,41SZV@651137|Thaumarchaeota;651137|Thaumarchaeota;L;AAA ATPase domain;-;-;-;-;-;-;-;-;-;-;-;-;AAA_15
k105_93341_2;1229909.NSED_07730;2.6e-256;704.0;COG1697@1|root,arCOG04143@2157|Archaea,41SQF@651137|Thaumarchaeota;651137|Thaumarchaeota;L;Relaxes both positive and negative superturns and exhibits a strong decatenase activity;top6A;-;5.99.1.3;ko:K03166;-;-;-;-;ko00000,ko01000,ko03032;-;-;-;TP6A_N
k105_93341_3;436308.Nmar_1406;1.78e-94;278.0;COG0071@1|root,arCOG01833@2157|Archaea;2157|Archaea;O;Belongs to the small heat shock protein (HSP20) family;-;-;-;-;-;-;-;-;-;-;-;-;-
